strain,sex,animal_id,WBC,RBC,mHGB,HCT,MCV,MCH,MCHC,CHCM,RDW,HDW,NEUT,LYM,MONO,EOS,LUC,BASO,Retic,cHGB,PLT,MPV,Fib,PT,PTT
WSB/EiJ,f,1145F26,1.74,8.89,14.5,43.3,48.7,16.3,33.5,32.2,18.7,3.01,9.5,76.1,1.8,12.4,0.3,0,7.8,14,1270,4.4,176,10.9,22
WSB/EiJ,f,1145F27,2.63,8.35,13.8,39.1,46.8,16.5,35.2,34,22.4,3.31,22.8,62.5,1.5,12.2,0.3,0.6,8.8,13.3,1250,7.1,199,10.5,19.8
WSB/EiJ,f,1145F28,2.59,8.61,15,41.7,48.4,17.4,36,33.5,18.7,2.88,17.9,67.8,1.4,12.1,0.2,0.5,7.3,14,1660,9.8,192,10.7,22.9
WSB/EiJ,f,1145F29,1.99,8.74,14.3,41.3,47.3,16.3,34.5,32.5,20.1,2.71,12.5,79.4,1.7,6,0,0.5,7.3,13.4,1740,6.7,194,10.5,19
WSB/EiJ,f,1145F30,2.97,9.14,15.8,40.4,44.2,17.3,39.1,35.1,13.1,2.34,13.8,79.3,3.3,2.6,0.3,0.8,3.3,14.2,2010,,,,
WSB/EiJ,m,1145M02,,,,,,,,,,,,,,,,,,,,,290,9.42,22.8
WSB/EiJ,m,1145M04,,,,,,,,,,,,,,,,,,,,,236,9.9,23.1
WSB/EiJ,m,1145M06,,,,,,,,,,,,,,,,,,,,,243,10.2,22.9
WSB/EiJ,m,1145M20,3.4,9.22,15,43.3,47,16.2,34.5,32.4,18,2.72,20.4,72.1,2.7,3.7,0.3,0.7,6.2,14,1610,5.1,247,10.9,21.2
WSB/EiJ,m,1145M21,3.87,9.16,15,44.4,48.4,16.4,33.9,32.4,20.8,3.25,16.3,75.7,2.4,5,0.3,0.3,8.4,14.4,1380,4.7,266,10.8,20.7
WSB/EiJ,m,1145M22,2.65,9.37,14.9,40.6,43.3,15.9,36.8,34.3,16.6,2.8,25.8,67.5,2.2,3.5,0,0.9,5.9,13.9,2020,6.5,256,11.2,23.2
WSB/EiJ,m,1145M24,7.06,8.35,13.7,39.6,47.4,16.3,34.5,33.3,22.3,3.64,27.3,66,2.6,3.3,0.2,0.7,11.1,13.2,1630,7.3,339,10.6,19.7
WSB/EiJ,m,1145M25,2.78,8.36,14,40.2,48.2,16.8,34.9,32.4,23.7,3.07,27.8,57.8,3.3,,0.2,0.6,13.2,13,1590,7.3,296,10.4,18.4
WSB/EiJ,m,1145M26,2.85,9.05,14.7,41.7,46.1,16.2,35.3,33.4,17.2,2.92,24.7,67.8,2.5,4.6,0.1,0.3,8.2,13.9,1580,7.1,261,11,21.4
WSB/EiJ,m,1145M27,4,9.02,14.8,42.2,46.7,16.4,35.2,33.8,18.6,2.96,,,1.9,3.8,0.1,0.7,6.3,14.3,1620,5.2,205,10.7,22.9
WSB/EiJ,m,1145M28,7.72,9.65,15.2,44.2,45.9,15.8,34.4,33.2,18.2,2.6,16.7,77.6,1.7,3.1,0.5,0.3,6.7,14.7,1280,6.1,,10.8,25.4
WSB/EiJ,m,1145M29,2.61,8.42,13.7,37.8,44.9,16.3,36.3,33.8,19.6,3.05,18.5,76.5,1.8,2.6,0,0.5,8.8,12.8,1830,8.4,214,10.8,21.1
